reference_number,gazetted_names,local_name,waterbody_id,reach_number,site_number,sampling_method,method_number,haul_number_pass_number,species,length_mm,weight_g,sex,maturity,age_structure,age_sample_number,age,genetic_structure,genetic_sample_number,comments
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,visual observation above water,,1,Fish Unidentified Species,100,,,,,,,,,fork length estimated
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,48,0.8,,,,,,,,"over counted fish while sampling, capture location uncertain"
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,37,0.5,,,,,,,,"over counted fish while sampling, capture location uncertain"
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,39,0.4,,,,,,,,"over counted fish while sampling, capture location uncertain"
11,Tributary to Table River,125231_ds_ef1,00000PARS,0,11,electrofishing,,1,Rainbow Trout,89,7.1,,,,,,,,NA. Pit Tag ID: 3DD.003E192A37. Row ID: 405.
11,Tributary to Table River,125231_ds_ef1,00000PARS,0,11,electrofishing,,1,Rainbow Trout,95,11.2,,,,,,,,NA. Pit Tag ID: 3DD.003E192A2D. Row ID: 406.
11,Tributary to Table River,125231_ds_ef1,00000PARS,0,11,visual observation above water,,1,Fish Unidentified Species,55,,,,,,,,,fork length estimated
11,Tributary to Table River,125231_ds_ef1,00000PARS,0,11,electrofishing,,1,Rainbow Trout,124,21.9,,,,,,,,NA. Pit Tag ID: 3DD.003E192A47. Row ID: 407.
11,Tributary to Table River,125231_ds_ef1,00000PARS,0,11,electrofishing,,1,Rainbow Trout,116,18.6,,,,,,,,NA. Pit Tag ID: 3DD.003E192A60. Row ID: 408.
11,Tributary to Table River,125231_ds_ef1,00000PARS,0,11,electrofishing,,1,Rainbow Trout,48,1.5,,,,,,,,
11,Tributary to Table River,125231_ds_ef1,00000PARS,0,11,electrofishing,,1,Rainbow Trout,50,1.3,,,,,,,,
11,Tributary to Table River,125231_ds_ef1,00000PARS,0,11,electrofishing,,1,Rainbow Trout,49,1,,,,,,,,
11,Tributary to Table River,125231_ds_ef1,00000PARS,0,11,electrofishing,,1,Rainbow Trout,49,1.4,,,,,,,,
11,Tributary to Table River,125231_ds_ef1,00000PARS,0,11,electrofishing,,1,Rainbow Trout,49,1.4,,,,,,,,
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,visual observation above water,,1,Fish Unidentified Species,50,,,,,,,,,fork length estimated
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,visual observation above water,,1,Fish Unidentified Species,100,,,,,,,,,fork length estimated
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,electrofishing,,1,Rainbow Trout,94,11.1,,,,,,,,NA. Pit Tag ID: 3DD.003E192A29. Row ID: 409.
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,electrofishing,,1,Rainbow Trout,110,14.8,,,,,,,,NA. Pit Tag ID: 3DD.003E192A40. Row ID: 410.
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,electrofishing,,1,Rainbow Trout,93,8.7,,,,,,,,NA. Pit Tag ID: 3DD.003E192A4D. Row ID: 411.
